date,AAPL,Return,42d,252d,Mov_Vol
1990-02-01,7.86,0.0,,,
1990-02-02,8.0,0.017654935238720745,,,
1990-02-05,8.18,0.022250608934819723,,,
1990-02-06,8.12,-0.007361996441069194,,,
1990-02-07,7.77,-0.044059989794030426,,,
1990-02-08,7.71,-0.007751976804317936,,,
1990-02-09,8.0,0.03692335410459789,,,
1990-02-12,7.94,-0.0075282664207915245,,,
1990-02-13,8.06,0.015000281259492598,,,
1990-02-14,8.0,-0.007472014838701066,,,
1990-02-15,8.0,0.0,,,
1990-02-16,7.91,-0.011313759900273404,,,
1990-02-20,7.85,-0.007614249985245517,,,
1990-02-21,7.97,0.015170961007806604,,,
1990-02-22,7.73,-0.030575630202792983,,,
1990-02-23,7.79,0.0077319972833261846,,,
1990-02-26,7.97,0.022843632919466828,,,
1990-02-27,7.85,-0.015170961007806618,,,
1990-02-28,7.97,0.015170961007806604,,,
1990-03-01,8.03,0.007500035156546583,,,
1990-03-02,7.91,-0.015056746179107747,,,
1990-03-05,8.08,0.02126409075344157,,,
1990-03-06,8.26,0.022032714999882706,,,
1990-03-07,8.29,0.0036253816143168366,,,
1990-03-08,8.61,0.037874349292435855,,,
1990-03-09,8.64,0.0034782643763250137,,,
